,GID,DK Positions,Name,L5 DvP,Rest,Projected Points
4256,201611210PHI,PG,Tyler Johnson,28.0,1,23.8
4257,201611210PHI,SG,Dion Waiters,1.0,1,0.0
4258,201611210PHI,PF,Udonis Haslem,14.0,19,0.0
4259,201611210PHI,PG,T.J. McConnell,15.0,1,16.0
4260,201611210PHI,PG,Jerryd Bayless,15.0,3,15.8
4261,201611210PHI,SG,Hollis Thompson,13.0,1,13.8
4262,201611210PHI,SG,Rodney McGruder,1.0,1,13.8
4263,201611210PHI,SG,Josh Richardson,1.0,1,0.0
4264,201611210PHI,PF,Derrick Williams,14.0,1,14.0
4265,201611210PHI,C,Josh McRoberts,26.0,5,0.0
4266,201611210PHI,C,Joel Embiid,28.0,1,31.3
4267,201611210PHI,SG,Nik Stauskas,13.0,1,17.5
4268,201611210SAS,SG,Seth Curry,23.0,1,25.5
4269,201611210SAS,C,Pau Gasol,4.0,2,31.8
4270,201611210SAS,SG,Jonathan Gibson,23.0,1,18.5
4271,201611210SAS,PG,Patty Mills,7.0,2,17.5
4272,201611210SAS,SG,Kyle Anderson,14.0,2,12.5
4273,201611210SAS,SG,Wesley Matthews,23.0,1,23.3
4274,201611210SAS,SG,Nicolas Brussino,23.0,1,12.8
4275,201611210SAS,SF,Harrison Barnes,23.0,1,30.8
4276,201611210SAS,PF,Dwight Powell,5.0,1,17.3
4277,201611210SAS,PG,Bryn Forbes,7.0,4,0.0
4278,201611210SAS,C,Salah Mejri,13.0,1,13.0
4279,201611210SAS,SG,Jonathon Simmons,14.0,2,13.3
4280,201611210SAS,SF,Kawhi Leonard,12.0,2,42.0
4281,201611210SAS,SF,Dorian Finney-Smith,23.0,1,13.3
4282,201611210SAS,PG,Dejounte Murray,7.0,4,0.0
4283,201611210SAS,PF,David Lee,24.0,2,17.0
4284,201611210SAS,SF,Justin Anderson,23.0,1,16.0
4285,201611210SAS,SG,Manu Ginobili,14.0,2,15.5
4286,201611210SAS,SF,Davis Bertans,12.0,2,12.5
4287,201611210SAS,SG,Danny Green,14.0,2,19.3
4288,201611210WAS,PF,Jared Dudley,23.0,1,19.3
4289,201611210WAS,PG,John Wall,14.0,1,43.5
4290,201611210WAS,SG,Leandro Barbosa,29.0,1,13.3
4291,201611210WAS,PG,Eric Bledsoe,13.0,1,32.5
4292,201611210WAS,PG,Trey Burke,14.0,4,0.0
4293,201611210WAS,SF,P.J. Tucker,14.0,1,19.5
4294,201611210WAS,PG,Tomas Satoransky,14.0,1,17.5
4295,201611210WAS,PG,Brandon Knight,13.0,1,22.8
4296,201611210WAS,C,Alan Williams,5.0,1,17.5
4297,201611210WAS,SF,Markieff Morris,29.0,1,27.0
4298,201611210WAS,PG,Tyler Ulis,13.0,1,14.0
4299,201611210WAS,C,Alex Len,5.0,1,24.3
4300,201611210WAS,SG,Bradley Beal,27.0,1,29.3
4301,201611210WAS,SG,Devin Booker,29.0,1,29.5
4302,201611210WAS,SG,Kelly Oubre Jr.,27.0,1,13.0
4303,201611210WAS,C,Marcin Gortat,8.0,1,30.3
4304,201611210WAS,SF,Otto Porter,29.0,1,30.8
4305,201611210WAS,PF,Jason Smith,28.0,1,12.3
4306,201611210WAS,PF,Marquese Chriss,23.0,1,13.5
4307,201611220ATL,SF,Solomon Hill,17.0,2,15.0
4308,201611220ATL,SG,E'Twaun Moore,26.0,2,20.3
4309,201611220ATL,C,Mike Muscala,9.0,1,19.8
4310,201611220ATL,SG,Kyle Korver,15.0,1,18.3
4311,201611220ATL,PG,Langston Galloway,6.0,2,18.0
4312,201611220ATL,SF,Thabo Sefolosha,11.0,6,17.8
4313,201611220ATL,PG,Tim Hardaway,29.0,1,17.3
4314,201611220ATL,PG,Malcolm Delaney,29.0,1,14.3
4315,201611220ATL,SF,DeAndre' Bembry,11.0,9,0.0
4316,201611220ATL,SF,Taurean Prince,11.0,1,13.3
4317,201611220ATL,PF,Kris Humphries,16.0,1,13.0
4318,201611220ATL,SG,Buddy Hield,26.0,2,11.0
4319,201611220ATL,SF,Anthony Brown,17.0,3,0.0
4320,201611220ATL,SF,Ryan Kelly,11.0,5,0.0
4321,201611220ATL,SG,Kent Bazemore,15.0,1,0.0
4322,201611220ATL,SF,Dante Cunningham,17.0,2,0.0
4323,201611220ATL,PG,Tim Frazier,6.0,2,24.5
4324,201611220ATL,C,Omer Asik,12.0,2,13.5
4325,201611220ATL,PF,Terrence Jones,13.0,2,26.8
4326,201611220ATL,PF,Paul Millsap,16.0,1,38.3
4327,201611220ATL,PF,Anthony Davis,13.0,2,54.8
4328,201611220ATL,C,Dwight Howard,9.0,1,37.8
4329,201611220ATL,PG,Jrue Holiday,6.0,2,32.8
4330,201611220ATL,PG,Dennis Schroder,29.0,1,30.5
4331,201611220DEN,SG,Dwyane Wade,20.0,2,34.5
4332,201611220DEN,PG,Rajon Rondo,15.0,1,32.8
4333,201611220DEN,PG,Isaiah Canaan,15.0,1,15.5
4334,201611220DEN,PG,Jamal Murray,8.0,1,16.5
4335,201611220DEN,SG,Jimmy Butler,20.0,1,45.5
4336,201611220DEN,PG,Jameer Nelson,8.0,1,17.5
4337,201611220DEN,PF,Bobby Portis,1.0,1,13.0
4338,201611220DEN,SG,Denzel Valentine,20.0,1,13.0
4339,201611220DEN,PF,Taj Gibson,1.0,1,29.5
4340,201611220DEN,PG,Emmanuel Mudiay,8.0,1,29.0
4341,201611220DEN,PF,Kenneth Faried,3.0,1,27.8
4342,201611220DEN,C,Juancho Hernangomez,16.0,1,13.3
4343,201611220DEN,PF,Nikola Jokic,3.0,1,21.3
4344,201611220DEN,C,Jusuf Nurkic,16.0,1,22.0
4345,201611220DEN,SF,Wilson Chandler,22.0,1,28.0
4346,201611220DEN,C,Robin Lopez,22.0,1,26.5
4347,201611220DEN,PF,Nikola Mirotic,1.0,1,23.0
4348,201611220DEN,SG,Will Barton,10.0,1,23.5
4349,201611220DEN,SF,Danilo Gallinari,22.0,1,28.8
4350,201611220LAL,SG,Alex Abrines,21.0,1,13.5
4351,201611220LAL,C,Tarik Black,10.0,1,0.0
4352,201611220LAL,PF,Joffrey Lauvergne,30.0,1,13.8
4353,201611220LAL,SF,Jerami Grant,19.0,1,14.3
4354,201611220LAL,PF,Domantas Sabonis,30.0,1,14.8
4355,201611220LAL,SG,Lou Williams,4.0,1,26.0
4356,201611220LAL,C,Timofey Mozgov,10.0,1,15.3
4357,201611220LAL,PG,Jordan Clarkson,22.0,1,24.8
4358,201611220LAL,PG,Russell Westbrook,10.0,1,64.0
4359,201611220LAL,C,Steven Adams,27.0,1,24.8
4360,201611220LAL,SG,Andre Roberson,21.0,1,20.8
4361,201611220LAL,SG,Nick Young,4.0,1,0.0
4362,201611220LAL,C,Enes Kanter,27.0,1,22.5
4363,201611220LAL,PF,Julius Randle,20.0,1,32.5
4364,201611220LAL,SG,Anthony Morrow,21.0,1,4.3
4365,201611220LAL,PG,Victor Oladipo,10.0,1,32.0
4366,201611220LAL,SF,Larry Nance Jr.,28.0,1,18.3
4367,201611220LAL,PG,Jose Calderon,22.0,3,0.0
4368,201611220LAL,SF,Brandon Ingram,28.0,1,16.3
4369,201611220LAL,SF,Luol Deng,28.0,1,17.3
4370,201611220NYK,C,Mason Plumlee,20.0,1,27.5
4371,201611220NYK,PG,Damian Lillard,2.0,1,42.0
4372,201611220NYK,PG,Derrick Rose,21.0,1,0.0
4373,201611220NYK,SF,Carmelo Anthony,10.0,1,41.0
4374,201611220NYK,PF,Maurice Ndour,29.0,4,0.0
4375,201611220NYK,PF,Meyers Leonard,4.0,1,10.8
4376,201611220NYK,SG,Evan Turner,27.0,1,20.0
4377,201611220NYK,SF,Maurice Harkless,20.0,1,23.5
4378,201611220NYK,PF,Kyle O'Quinn,29.0,1,19.8
4379,201611220NYK,SG,Allen Crabbe,27.0,1,17.8
4380,201611220NYK,PG,Brandon Jennings,21.0,1,17.8
4381,201611220NYK,C,Ed Davis,20.0,1,17.8
4382,201611220NYK,SG,Justin Holiday,12.0,1,12.3
4383,201611220NYK,C,Willy Hernangómez,15.0,1,14.3
4384,201611220NYK,PG,CJ McCollum,2.0,1,36.0
4385,201611220NYK,PF,Kristaps Porziņģis,29.0,1,36.8
4386,201611220NYK,PF,Noah Vonleh,4.0,1,13.0
4387,201611220NYK,SF,Mindaugas Kuzminskas,10.0,1,12.5
4388,201611220NYK,SG,Courtney Lee,12.0,1,17.5
4389,201611230BRK,PF,Amir Johnson,26.0,1,16.8
4390,201611230BRK,C,Tyler Zeller,24.0,1,12.8
4391,201611230BRK,SF,Jae Crowder,2.0,1,23.5
4392,201611230BRK,SG,Avery Bradley,11.0,1,33.0
4393,201611230BRK,SF,Rondae Hollis-Jefferson,26.0,2,19.8
4394,201611230BRK,C,Brook Lopez,16.0,2,33.3
4395,201611230BRK,PF,Chris McCullough,18.0,4,0.0
4396,201611230BRK,C,Al Horford,24.0,1,34.8
4397,201611230BRK,PF,Kelly Olynyk,26.0,1,16.8
4398,201611230BRK,C,Justin Hamilton,16.0,2,18.5
4399,201611230BRK,SG,Joe Harris,7.0,2,16.3
4400,201611230BRK,PF,Luis Scola,18.0,2,7.8
4401,201611230BRK,PF,Trevor Booker,18.0,2,25.8
4402,201611230BRK,PG,Isaiah Whitehead,2.0,2,14.8
4403,201611230BRK,PG,Terry Rozier,30.0,1,14.3
4404,201611230BRK,PG,Randy Foye,2.0,2,14.3
4405,201611230BRK,PG,Sean Kilpatrick,2.0,2,22.0
4406,201611230BRK,PG,Yogi Ferrell,2.0,2,13.8
4407,201611230BRK,PF,Jonas Jerebko,26.0,1,13.5
4408,201611230BRK,PG,Isaiah Thomas,30.0,1,0.0
4409,201611230BRK,SF,Anthony Bennett,26.0,2,13.5
4410,201611230BRK,SF,Jaylen Brown,2.0,1,13.3
4411,201611230BRK,SG,Marcus Smart,11.0,1,25.0
4412,201611230BRK,SG,Bojan Bogdanovic,7.0,2,21.8
4413,201611230CHO,SF,Michael Kidd-Gilchrist,25.0,1,23.3
4414,201611230CHO,PF,Frank Kaminsky,7.0,1,23.0
4415,201611230CHO,C,Pau Gasol,18.0,1,29.8
4416,201611230CHO,SG,Jeremy Lamb,29.0,24,0.0
4417,201611230CHO,PF,Spencer Hawes,7.0,1,20.8
4418,201611230CHO,PF,Marvin Williams,7.0,1,19.8
4419,201611230CHO,PG,Patty Mills,27.0,1,18.5
4420,201611230CHO,SG,Marco Belinelli,29.0,1,18.0
4421,201611230CHO,PF,David Lee,29.0,1,17.8
4422,201611230CHO,SG,Danny Green,2.0,1,17.8
4423,201611230CHO,SG,Manu Ginobili,2.0,1,16.0
4424,201611230CHO,PG,Ramon Sessions,3.0,1,15.0
4425,201611230CHO,SF,Davis Bertans,13.0,1,12.5
4426,201611230CHO,PG,Tony Parker,27.0,4,21.3
4427,201611230CHO,SG,Nicolas Batum,29.0,1,30.5
4428,201611230CHO,C,Roy Hibbert,8.0,1,12.8
4429,201611230CHO,SG,Jonathon Simmons,2.0,1,12.8
4430,201611230CHO,PF,LaMarcus Aldridge,29.0,4,31.8
4431,201611230CHO,PG,Kemba Walker,3.0,1,37.3
4432,201611230CHO,SF,Kawhi Leonard,13.0,1,40.5
4433,201611230CLE,PF,Kevin Love,30.0,4,37.8
4434,201611230CLE,PF,Meyers Leonard,12.0,0,10.0
4435,201611230CLE,PG,Tim Quarterman,12.0,2,0.0
4436,201611230CLE,PG,Shabazz Napier,12.0,2,0.0
4437,201611230CLE,SF,LeBron James,7.0,4,46.8
4438,201611230CLE,C,Ed Davis,4.0,0,24.5
4439,201611230CLE,C,Tristan Thompson,9.0,4,24.3
4440,201611230CLE,SF,Maurice Harkless,23.0,0,23.5
4441,201611230CLE,C,Mason Plumlee,4.0,0,27.0
4442,201611230CLE,PG,Damian Lillard,12.0,0,40.3
4443,201611230CLE,PG,CJ McCollum,12.0,0,35.8
4444,201611230CLE,SG,J.R. Smith,18.0,4,0.0
4445,201611230CLE,SF,Pat Connaughton,23.0,2,0.0
4446,201611230CLE,PG,Iman Shumpert,24.0,4,16.3
4447,201611230CLE,SG,Evan Turner,25.0,0,20.0
4448,201611230CLE,SG,James Jones,18.0,4,11.8
4449,201611230CLE,PF,Channing Frye,30.0,4,0.0
4450,201611230CLE,C,Chris Andersen,9.0,4,12.8
4451,201611230CLE,PF,Jake Layman,12.0,2,0.0
4452,201611230CLE,SG,DeAndre Liggins,18.0,4,13.3
4453,201611230CLE,PF,Noah Vonleh,12.0,0,13.0
4454,201611230CLE,SF,Richard Jefferson,7.0,4,12.8
4455,201611230CLE,SG,Jordan McRae,18.0,4,12.8
4456,201611230CLE,SG,Allen Crabbe,25.0,0,17.8
4457,201611230CLE,PG,Kyrie Irving,24.0,4,37.5
4458,201611230DAL,SG,Wesley Matthews,21.0,1,23.3
4459,201611230DAL,PG,Chris Paul,4.0,1,42.3
4460,201611230DAL,PF,Brandon Bass,19.0,3,0.0
4461,201611230DAL,PG,Austin Rivers,4.0,1,14.5
4462,201611230DAL,C,DeAndre Jordan,7.0,1,30.8
4463,201611230DAL,PF,Dirk Nowitzki,20.0,18,0.0
4464,201611230DAL,PF,Blake Griffin,19.0,1,42.3
4465,201611230DAL,SF,Harrison Barnes,10.0,1,29.8
4466,201611230DAL,C,A.J. Hammons,2.0,4,0.0
4467,201611230DAL,SG,Nicolas Brussino,21.0,1,13.0
4468,201611230DAL,PF,Dwight Powell,20.0,1,16.8
4469,201611230DAL,PF,Marreese Speights,19.0,1,17.3
4470,201611230DAL,C,Andrew Bogut,2.0,3,0.0
4471,201611230DAL,SF,Dorian Finney-Smith,10.0,1,13.3
4472,201611230DAL,C,Salah Mejri,2.0,1,15.0
4473,201611230DAL,SG,Jamal Crawford,17.0,1,17.5
4474,201611230DAL,SG,Jonathan Gibson,21.0,1,19.8
4475,201611230DAL,SG,Justin Anderson,21.0,1,13.5
4476,201611230DAL,SG,Seth Curry,21.0,1,25.5
4477,201611230DAL,SF,Wesley Johnson,11.0,1,8.3
4478,201611230DAL,SG,J.J. Redick,17.0,1,24.8
4479,201611230DAL,SF,Luc Richard Mbah a Moute,11.0,1,14.0
4480,201611230DAL,SG,Raymond Felton,17.0,1,0.0
4481,201611230DET,SG,Josh Richardson,6.0,1,0.0
4482,201611230DET,C,Aron Baynes,22.0,1,16.8
4483,201611230DET,SF,James Johnson,15.0,1,0.0
4484,201611230DET,SG,Darrun Hilliard,12.0,4,0.0
4485,201611230DET,C,Andre Drummond,22.0,1,36.0
4486,201611230DET,PG,Goran Dragic,19.0,1,30.5
4487,201611230DET,PF,Derrick Williams,9.0,1,13.3
4488,201611230DET,PG,Tyler Johnson,19.0,1,22.3
4489,201611230DET,SG,Rodney McGruder,6.0,1,13.8
4490,201611230DET,PF,Luke Babbitt,9.0,1,0.0
4491,201611230DET,C,Josh McRoberts,29.0,1,6.3
4492,201611230DET,PF,Jon Leuer,5.0,1,22.5
4493,201611230DET,SF,Marcus Morris,18.0,1,23.0
4494,201611230DET,PG,Beno Udrih,11.0,1,14.3
4495,201611230DET,PG,Ish Smith,11.0,1,25.8
4496,201611230DET,SG,Dion Waiters,6.0,1,0.0
4497,201611230DET,C,Boban Marjanovic,22.0,4,0.0
4498,201611230DET,SG,Stanley Johnson,12.0,1,6.8
4499,201611230DET,C,Hassan Whiteside,29.0,1,45.8
4500,201611230DET,PF,Udonis Haslem,9.0,1,0.0
4501,201611230DET,SF,Tobias Harris,18.0,1,27.8
4502,201611230DET,SG,Kentavious Caldwell-Pope,12.0,1,25.5
4503,201611230GSW,C,Timofey Mozgov,6.0,0,15.3
4504,201611230GSW,PF,Kevon Looney,28.0,1,12.8
4505,201611230GSW,SF,Andre Iguodala,9.0,1,17.8
4506,201611230GSW,SG,Patrick McCaw,23.0,1,13.0
4507,201611230GSW,PF,David West,28.0,1,13.8
4508,201611230GSW,SF,Luol Deng,14.0,0,17.5
4509,201611230GSW,SF,Kevin Durant,9.0,1,48.3
4510,201611230GSW,PG,Shaun Livingston,20.0,1,15.5
4511,201611230GSW,SG,Klay Thompson,23.0,1,30.8
4512,201611230GSW,PG,Ian Clark,20.0,1,6.8
4513,201611230GSW,C,Zaza Pachulia,30.0,1,16.5
4514,201611230GSW,SF,Brandon Ingram,14.0,0,16.3
4515,201611230GSW,C,JaVale McGee,30.0,1,13.5
4516,201611230GSW,PG,Stephen Curry,20.0,1,43.5
4517,201611230GSW,PF,Draymond Green,28.0,1,38.3
4518,201611230GSW,SG,Nick Young,22.0,0,0.0
4519,201611230GSW,C,Anderson Varejao,30.0,12,0.0
4520,201611230GSW,PG,Jose Calderon,23.0,0,0.0
4521,201611230GSW,C,Tarik Black,6.0,0,0.0
4522,201611230GSW,SF,Larry Nance Jr.,14.0,0,18.5
4523,201611230GSW,SG,Lou Williams,22.0,0,27.0
4524,201611230GSW,SF,Metta World Peace,14.0,14,0.0
4525,201611230GSW,PG,Jordan Clarkson,23.0,0,25.5
4526,201611230GSW,PF,Thomas Robinson,6.0,9,0.0
4527,201611230HOU,SF,Sam Dekker,30.0,1,14.0
4528,201611230HOU,SG,Eric Gordon,1.0,1,23.5
4529,201611230HOU,PF,Pascal Siakam,4.0,1,14.3
4530,201611230HOU,SG,Terrence Ross,19.0,1,18.0
4531,201611230HOU,C,Nene Hilario,5.0,1,15.0
4532,201611230HOU,SF,DeMarre Carroll,5.0,2,0.0
4533,201611230HOU,PG,Kyle Lowry,13.0,1,41.8
4534,201611230HOU,C,Jonas Valanciunas,25.0,1,28.0
4535,201611230HOU,PF,Montrezl Harrell,27.0,5,14.8
4536,201611230HOU,SG,DeMar DeRozan,19.0,1,42.3
4537,201611230HOU,C,Lucas Nogueira,25.0,1,16.8
4538,201611230HOU,PF,Ryan Anderson,27.0,1,22.0
4539,201611230HOU,SF,Trevor Ariza,30.0,1,26.8
4540,201611230HOU,SF,Corey Brewer,30.0,1,13.5
4541,201611230HOU,PF,Patrick Patterson,4.0,1,17.5
4542,201611230HOU,C,Clint Capela,5.0,1,30.5
4543,201611230HOU,PG,James Harden,25.0,1,57.5
4544,201611230HOU,PG,Patrick Beverley,25.0,1,20.5
4545,201611230HOU,PG,Cory Joseph,13.0,1,15.5
4546,201611230IND,SG,Monta Ellis,24.0,1,24.8
4547,201611230IND,PG,Aaron Brooks,16.0,1,14.0
4548,201611230IND,PF,Thaddeus Young,15.0,1,27.8
4549,201611230IND,PG,Malcolm Delaney,28.0,0,14.0
4550,201611230IND,SF,Taurean Prince,4.0,0,13.5
4551,201611230IND,PF,Paul Millsap,25.0,0,37.8
4552,201611230IND,PG,Tim Hardaway,28.0,0,17.0
4553,201611230IND,SF,Glenn Robinson III,17.0,1,21.8
4554,201611230IND,C,Dwight Howard,28.0,0,37.3
4555,201611230IND,SF,Paul George,17.0,6,38.3
4556,201611230IND,PG,Rodney Stuckey,16.0,1,15.8
4557,201611230IND,SG,Kent Bazemore,5.0,0,0.0
4558,201611230IND,PF,Lavoy Allen,15.0,1,12.5
4559,201611230IND,PG,Dennis Schroder,28.0,0,21.5
4560,201611230IND,PF,Myles Turner,15.0,2,31.8
4561,201611230IND,C,Al Jefferson,13.0,1,16.3
4562,201611230IND,PG,Jeff Teague,16.0,1,34.3
4563,201611230IND,SF,Thabo Sefolosha,4.0,0,17.3
4564,201611230IND,C,Mike Muscala,28.0,0,19.5
4565,201611230NOP,PF,Nemanja Bjelica,13.0,1,0.0
4566,201611230NOP,C,Omer Asik,12.0,0,13.8
4567,201611230NOP,PG,Tim Frazier,9.0,0,25.8
4568,201611230NOP,SF,Solomon Hill,1.0,0,15.5
4569,201611230NOP,SG,Buddy Hield,20.0,0,8.5
4570,201611230NOP,PF,Anthony Davis,17.0,0,53.0
4571,201611230NOP,PG,Langston Galloway,9.0,0,18.0
4572,201611230NOP,SG,Zach LaVine,8.0,1,27.3
4573,201611230NOP,SF,Dante Cunningham,1.0,0,0.0
4574,201611230NOP,PG,Ricky Rubio,29.0,1,27.0
4575,201611230NOP,PG,Tyus Jones,29.0,3,0.0
4576,201611230NOP,SG,E'Twaun Moore,20.0,0,20.0
4577,201611230NOP,PG,Kris Dunn,29.0,1,13.0
4578,201611230NOP,PF,Terrence Jones,17.0,0,27.3
4579,201611230NOP,SF,Anthony Brown,1.0,0,4.0
4580,201611230NOP,SG,Brandon Rush,8.0,1,5.3
4581,201611230NOP,C,Karl-Anthony Towns,10.0,1,41.0
4582,201611230NOP,SG,Shabazz Muhammad,8.0,1,13.0
4583,201611230NOP,PG,Jrue Holiday,9.0,0,33.3
4584,201611230NOP,C,Cole Aldrich,10.0,1,16.5
4585,201611230NOP,PF,Adreian Payne,13.0,3,0.0
4586,201611230NOP,PF,Gorgui Dieng,13.0,1,29.3
4587,201611230NOP,SF,Andrew Wiggins,8.0,1,33.0
4588,201611230ORL,SG,Devin Booker,26.0,1,30.0
4589,201611230ORL,C,Nikola Vucevic,3.0,1,27.3
4590,201611230ORL,PF,Serge Ibaka,21.0,1,29.3
4591,201611230ORL,SF,Damjan Rudez,29.0,1,12.5
4592,201611230ORL,PG,Elfrid Payton,26.0,1,28.3
4593,201611230ORL,PF,Marquese Chriss,3.0,1,13.3
4594,201611230ORL,PF,Dragan Bender,3.0,3,0.0
4595,201611230ORL,SG,Leandro Barbosa,26.0,1,13.5
4596,201611230ORL,SG,Evan Fournier,27.0,1,26.3
4597,201611230ORL,PG,Tyler Ulis,21.0,1,14.0
4598,201611230ORL,C,Alex Len,15.0,1,24.8
4599,201611230ORL,PG,Brandon Knight,21.0,1,23.3
4600,201611230ORL,PG,Eric Bledsoe,21.0,1,33.5
4601,201611230ORL,SF,Jeff Green,29.0,1,15.3
4602,201611230ORL,PG,D.J. Augustin,26.0,1,15.8
4603,201611230ORL,SF,Aaron Gordon,29.0,1,21.0
4604,201611230ORL,C,Bismack Biyombo,3.0,1,20.5
4605,201611230ORL,SG,Mario Hezonja,27.0,8,0.0
4606,201611230ORL,PF,Jared Dudley,3.0,1,18.3
4607,201611230ORL,PG,C.J. Watson,26.0,1,13.3
4608,201611230ORL,SF,P.J. Tucker,16.0,1,17.8
4609,201611230PHI,SG,Troy Daniels,3.0,1,3.3
4610,201611230PHI,PG,Mike Conley,22.0,1,0.0
4611,201611230PHI,PF,Jarell Martin,11.0,1,11.8
4612,201611230PHI,PG,Sergio Rodriguez,1.0,1,19.5
4613,201611230PHI,PG,Jerryd Bayless,1.0,1,17.0
4614,201611230PHI,C,Joel Embiid,1.0,1,30.3
4615,201611230PHI,SG,Tony Allen,3.0,1,16.0
4616,201611230PHI,SF,Robert Covington,12.0,1,18.8
4617,201611230PHI,C,Marc Gasol,27.0,1,34.0
4618,201611230PHI,PG,Andrew Harrison,22.0,1,14.8
4619,201611230PHI,SG,Nik Stauskas,14.0,1,17.0
4620,201611230PHI,PG,T.J. McConnell,1.0,1,14.3
4621,201611230PHI,PF,Zach Randolph,11.0,1,25.3
4622,201611230PHI,SG,Vince Carter,3.0,1,19.8
4623,201611230PHI,SG,Hollis Thompson,14.0,1,13.5
4624,201611230PHI,PF,Ersan Ilyasova,24.0,1,20.3
4625,201611230PHI,PF,JaMychal Green,11.0,1,20.5
4626,201611230PHI,SF,Dario Saric,12.0,1,20.8
4627,201611230PHI,PF,Jahlil Okafor,24.0,1,19.8
4628,201611230SAC,SG,Andre Roberson,16.0,0,20.3
4629,201611230SAC,SF,Kyle Singler,6.0,4,0.0
4630,201611230SAC,PG,Ty Lawson,18.0,2,18.8
4631,201611230SAC,SG,Arron Afflalo,4.0,2,18.5
4632,201611230SAC,C,Enes Kanter,20.0,0,22.0
4633,201611230SAC,PG,Darren Collison,18.0,2,26.3
4634,201611230SAC,SF,Matt Barnes,28.0,2,0.0
4635,201611230SAC,C,Steven Adams,20.0,0,24.8
4636,201611230SAC,SG,Victor Oladipo,16.0,0,32.0
4637,201611230SAC,SG,Ben McLemore,4.0,2,12.5
4638,201611230SAC,SG,Alex Abrines,16.0,0,13.0
4639,201611230SAC,SG,Anthony Morrow,16.0,0,12.3
4640,201611230SAC,PG,Russell Westbrook,15.0,0,61.0
4641,201611230SAC,PF,DeMarcus Cousins,14.0,2,49.3
4642,201611230SAC,PG,Garrett Temple,18.0,2,13.8
4643,201611230SAC,C,Kosta Koufos,11.0,2,14.0
4644,201611230SAC,PF,Joffrey Lauvergne,22.0,0,14.0
4645,201611230SAC,PG,Semaj Christon,15.0,0,4.8
4646,201611230SAC,SF,Rudy Gay,28.0,2,32.8
4647,201611230SAC,SF,Jerami Grant,6.0,0,15.0
4648,201611230SAC,PF,Domantas Sabonis,22.0,0,15.0
4649,201611230UTA,SF,Gordon Hayward,19.0,2,34.5
4650,201611230UTA,C,Rudy Gobert,21.0,2,31.8
4651,201611230UTA,PG,Emmanuel Mudiay,5.0,0,27.0
4652,201611230UTA,SG,Rodney Hood,30.0,2,27.3
4653,201611230UTA,PG,George Hill,14.0,16,0.0
4654,201611230UTA,PF,Kenneth Faried,10.0,0,27.0
4655,201611230UTA,SF,Wilson Chandler,27.0,0,28.0
4656,201611230UTA,C,Juancho Hernangomez,23.0,0,13.0
4657,201611230UTA,C,Jeff Withey,21.0,2,13.0
4658,201611230UTA,C,Jusuf Nurkic,23.0,0,23.0
4659,201611230UTA,SF,Joe Ingles,19.0,2,13.5
4660,201611230UTA,PG,Shelvin Mack,14.0,2,14.3
4661,201611230UTA,PF,Boris Diaw,2.0,2,5.0
4662,201611230UTA,SG,Joe Johnson,30.0,2,16.5
4663,201611230UTA,PG,Jamal Murray,5.0,0,16.8
4664,201611230UTA,PF,Joel Bolomboy,2.0,3,0.0
4665,201611230UTA,PG,Raul Neto,14.0,2,4.3
4666,201611230UTA,PG,Dante Exum,14.0,2,18.5
4667,201611230UTA,SF,Alonzo Gee,27.0,2,0.0
4668,201611230UTA,PF,Darrell Arthur,10.0,17,0.0
4669,201611230UTA,PG,Malik Beasley,5.0,2,0.0
4670,201611230UTA,PF,Nikola Jokic,10.0,0,22.3
4671,201611230UTA,PF,Trey Lyles,2.0,2,22.8
4672,201611230UTA,PG,Jameer Nelson,5.0,0,17.8
4673,201611230UTA,SG,Will Barton,9.0,0,23.3
4674,201611250CLE,SF,Dorian Finney-Smith,27.0,1,13.3
4675,201611250CLE,PG,Kyrie Irving,12.0,1,37.0
4676,201611250CLE,SG,DeAndre Liggins,17.0,1,12.8
4677,201611250CLE,C,Chris Andersen,10.0,1,12.8
4678,201611250CLE,SG,Jordan McRae,17.0,1,13.0
4679,201611250CLE,SG,Nicolas Brussino,27.0,1,13.0
4680,201611250CLE,SF,Richard Jefferson,5.0,1,13.3
4681,201611250CLE,PG,Deron Williams,16.0,8,23.3
4682,201611250CLE,SG,Justin Anderson,27.0,1,15.5
4683,201611250CLE,PG,Iman Shumpert,12.0,1,16.0
4684,201611250CLE,SF,Harrison Barnes,27.0,1,29.3
4685,201611250CLE,PF,Dwight Powell,14.0,1,16.8
4686,201611250CLE,SG,Jonathan Gibson,27.0,1,19.0
4687,201611250CLE,SG,Wesley Matthews,27.0,1,22.5
4688,201611250CLE,SG,James Jones,17.0,1,11.8
4689,201611250CLE,SG,Seth Curry,27.0,1,25.5
4690,201611250CLE,C,Salah Mejri,8.0,1,15.3
4691,201611250CLE,PF,Kevin Love,22.0,1,38.5
4692,201611250CLE,C,Tristan Thompson,10.0,1,24.0
4693,201611250CLE,PG,Kay Felder,12.0,8,0.0
4694,201611250CLE,C,A.J. Hammons,8.0,1,4.5
4695,201611250CLE,SG,Mike Dunleavy,17.0,6,0.0
4696,201611250CLE,SG,J.R. Smith,17.0,1,0.0
4697,201611250CLE,C,Andrew Bogut,8.0,1,0.0
4698,201611250CLE,SF,LeBron James,5.0,1,46.8
4699,201611250CLE,PF,Dirk Nowitzki,14.0,1,0.0
