,GID,Team,Spread,Over/Under
1360,201701260DEN,DEN,-3.5,229.0
1361,201701260DEN,PHO,3.5,229.0
1362,201701260MIN,IND,3.5,211.5
1363,201701260MIN,MIN,-3.5,211.5
1364,201701260OKC,DAL,8.0,201.5
1365,201701260OKC,OKC,-8.0,201.5
1366,201701260UTA,LAL,13.0,202.0
1367,201701260UTA,UTA,-13.0,202.0
1368,201701270ATL,ATL,-4.0,212.0
1369,201701270ATL,WAS,4.0,212.0
1370,201701270BOS,BOS,-9.0,214.5
1371,201701270BOS,ORL,9.0,214.5
1372,201701270CHI,MIA,6.0,202.5
1373,201701270CHI,CHI,-6.0,202.5
1374,201701270CLE,BRK,14.5,226.0
1375,201701270CLE,CLE,-14.5,226.0
1376,201701270IND,SAC,4.5,210.5
1377,201701270IND,IND,-4.5,210.5
1378,201701270NOP,NOP,6.0,208.0
1379,201701270NOP,SAS,-6.0,208.0
1380,201701270NYK,CHO,-0.0,212.5
1381,201701270NYK,NYK,0.0,212.5
1382,201701270PHI,PHI,8.0,218.0
1383,201701270PHI,HOU,-8.0,218.0
1384,201701270POR,MEM,1.0,1207.0
1385,201701270POR,POR,-1.0,1207.0
1386,201701270TOR,TOR,-4.0,215.0
1387,201701270TOR,MIL,4.0,215.0
1388,201701280CHO,SAC,6.5,209.0
1389,201701280CHO,CHO,-6.5,209.0
1390,201701280GSW,LAC,11.5,222.5
1391,201701280GSW,GSW,-11.5,222.5
1392,201701280MIA,DET,-3.0,201.5
1393,201701280MIA,MIA,3.0,201.5
1394,201701280MIL,BOS,-1.0,217.0
1395,201701280MIL,MIL,1.0,217.0
1396,201701280MIN,MIN,-11.5,218.0
1397,201701280MIN,BRK,11.5,218.0
1398,201701280PHO,DEN,2.5,232.0
1399,201701280PHO,PHO,-2.5,232.0
1400,201701280UTA,MEM,7.0,188.5
1401,201701280UTA,UTA,-7.0,188.5
1402,201701290ATL,NYK,8.0,211.0
1403,201701290ATL,ATL,-8.0,211.0
1404,201701290CHI,PHI,6.5,206.0
1405,201701290CHI,CHI,-6.5,206.0
1406,201701290CLE,OKC,7.0,220.5
1407,201701290CLE,CLE,-7.0,220.5
1408,201701290IND,HOU,-3.0,226.0
1409,201701290IND,IND,3.0,226.0
1410,201701290NOP,NOP,1.0,218.0
1411,201701290NOP,WAS,-1.0,218.0
1412,201701290POR,POR,8.5,228.0
1413,201701290POR,GSW,-8.5,228.0
1414,201701290SAS,DAL,13.0,196.0
1415,201701290SAS,SAS,-13.0,196.0
1416,201701290TOR,TOR,-9.0,210.5
1417,201701290TOR,ORL,9.0,210.5
1418,201701300BOS,BOS,-6.0,212.5
1419,201701300BOS,DET,6.0,212.5
1420,201701300DAL,DAL,4.5,205.0
1421,201701300DAL,CLE,-4.5,205.0
1422,201701300MIA,MIA,-9.0,217.0
1423,201701300MIA,BRK,9.0,217.0
1424,201701300MIN,MIN,-8.0,211.5
1425,201701300MIN,ORL,8.0,211.5
1426,201701300PHI,PHI,0.0,205.0
1427,201701300PHI,SAC,-0.0,205.0
1428,201701300PHO,MEM,-3.5,208.5
1429,201701300PHO,PHO,3.5,208.5
1430,201701310HOU,HOU,-11.5,226.0
1431,201701310HOU,SAC,11.5,226.0
1432,201701310LAL,DEN,-3.5,226.0
1433,201701310LAL,LAL,3.5,226.0
1434,201701310POR,CHO,3.0,214.0
1435,201701310POR,POR,-3.0,214.0
1436,201701310SAS,OKC,9.0,211.0
1437,201701310SAS,SAS,-9.0,211.0
1438,201701310TOR,NOP,7.5,215.0
1439,201701310TOR,TOR,-7.5,215.0
1440,201701310WAS,NYK,8.0,216.5
1441,201701310WAS,WAS,-8.0,216.5
1442,201702010BOS,BOS,-6.0,217.5
1443,201702010BOS,TOR,6.0,217.5
1444,201702010BRK,BRK,2.5,223.0
1445,201702010BRK,NYK,-2.5,223.0
1446,201702010CLE,CLE,-7.0,213.0
1447,201702010CLE,MIN,7.0,213.0
1448,201702010DAL,PHI,6.0,202.0
1449,201702010DAL,DAL,-6.0,202.0
1450,201702010DEN,DEN,2.0,215.0
1451,201702010DEN,MEM,-2.0,215.0
1452,201702010DET,NOP,6.5,213.0
1453,201702010DET,DET,-6.5,213.0
1454,201702010GSW,CHO,14.0,223.0
1455,201702010GSW,GSW,-14.0,223.0
1456,201702010MIA,MIA,2.0,203.0
1457,201702010MIA,ATL,-2.0,203.0
1458,201702010OKC,CHI,3.0,207.5
1459,201702010OKC,OKC,-3.0,207.5
1460,201702010ORL,IND,-2.5,212.0
1461,201702010ORL,ORL,2.5,212.0
1462,201702010PHO,LAC,-4.0,220.5
1463,201702010PHO,PHO,4.0,220.5
1464,201702010UTA,UTA,-8.0,198.5
1465,201702010UTA,MIL,8.0,198.5
1466,201702020HOU,HOU,-9.0,222.0
1467,201702020HOU,ATL,9.0,222.0
1468,201702020LAC,GSW,-8.0,226.0
1469,201702020LAC,LAC,8.0,226.0
1470,201702020SAS,PHI,15.0,211.0
1471,201702020SAS,SAS,-15.0,211.0
1472,201702020WAS,LAL,11.0,218.5
1473,201702020WAS,WAS,-11.0,218.5
1474,201702030BOS,BOS,-11.0,221.0
1475,201702030BOS,LAL,11.0,221.0
1476,201702030BRK,BRK,7.0,221.0
1477,201702030BRK,IND,-7.0,221.0
1478,201702030DEN,MIL,2.0,223.0
1479,201702030DEN,DEN,-2.0,223.0
1480,201702030DET,MIN,4.0,210.5
1481,201702030DET,DET,-4.0,210.5
1482,201702030HOU,CHI,6.0,222.5
1483,201702030HOU,HOU,-6.0,222.5
1484,201702030OKC,MEM,1.5,203.5
1485,201702030OKC,OKC,-1.5,203.5
1486,201702030ORL,ORL,5.0,210.0
1487,201702030ORL,TOR,-5.0,210.0
1488,201702030POR,DAL,4.5,206.5
1489,201702030POR,POR,-4.5,206.5
1490,201702030SAC,PHO,4.5,217.5
1491,201702030SAC,SAC,-4.5,217.5
